om_nombreVia;om_longitudVia;om_tipoVia;om_tieneCodigoVia;om_puntoFinalVia_long;om_puntoFinalVia_lat;om_puntoInicioVia_lat;om_puntoInicioVia_long;om_puntoMedioVia_lat;om_puntoMedioVia_long;om_situadaEnBarrio_label
Santa Gertrudis;104.64;Calle;732;-6.374942;39.478983;39.477983;-6.375042;39.478499;-6.374973;Margallo
Eulogio Blasco;160.05;Calle;185;-6.376342;39.478983;39.478183;-6.378042;39.478574;-6.377098;Peña Redonda
Villuercas;68.09;Calle;534;-6.377342;39.478283;39.477783;-6.378042;39.47801;-6.377677;Peña Redonda
Antonio Canales;286.87;Plaza;2928;-6.376042;39.476883;39.475883;-6.377342;39.47642;-6.37669;Casas Baratas
Espadan;79.74;Calle;1717;-6.378042;39.474883;39.474483;-6.379042;39.474668;-6.378477;Hernán Cortés
Independencia;242.12;Calle;252;-6.378142;39.476883;39.474683;-6.378742;39.475626;-6.378615;Hernán Cortés
Cayo Norbano Flaco;298.2;Calle;1040;-6.376942;39.476283;39.473783;-6.378742;39.475157;-6.377796;Casas Baratas
Parras;229.59;Calle;368;-6.373442;39.475083;39.473383;-6.375042;39.4742;-6.374112;San Juan
Fray Bartolome De Las Casas;124.63;Calle;3559;-6.377842;39.473683;39.473083;-6.378742;39.473555;-6.377856;Hernán Cortés
Maestro Angel Rodriguez;55.69;Calle;293;-6.373442;39.475483;39.475083;-6.373942;39.475211;-6.373795;San Juan
General Ezponda;121.25;Calle;211;-6.371442;39.475983;39.475083;-6.372642;39.475559;-6.37205;Plaza Mayor
Sande;191.39;Calle;3542;-6.369242;39.477883;39.476083;-6.369642;39.477047;-6.36932;Santiago
Tiendas;73.93;Calle;504;-6.369542;39.475383;39.474783;-6.370042;39.475058;-6.369813;Ciudad Monumental
Amargura;131.21;Calle;27;-6.368842;39.474883;39.473983;-6.370042;39.474428;-6.369442;Ciudad Monumental
Moret;139.44;Calle;330;-6.372942;39.475183;39.473883;-6.373542;39.474504;-6.373217;San Juan
Pintores;227.73;Calle;1205;-6.371742;39.474983;39.473483;-6.373842;39.474176;-6.373032;San Juan
Hernando Pizarro;77.21;Calle;2083;-6.369842;39.472183;39.471483;-6.370342;39.471864;-6.369992;Ciudad Monumental
Ancha;91.17;Calle;32;-6.371242;39.472983;39.472083;-6.371742;39.472546;-6.371501;Ciudad Monumental
Donoso Cortes;171.14;Calle;168;-6.373442;39.473283;39.472183;-6.374942;39.472991;-6.374029;Santa Clara
Condes;52.7;Calle;3417;-6.371142;39.473383;39.472983;-6.371742;39.473185;-6.371465;Ciudad Monumental
Macarena;84.04;Calle;289;-6.369742;39.471683;39.470983;-6.370142;39.471339;-6.369884;Santa Clara
Virgen De La Montaña;357.04;Avda;541;-6.373842;39.471683;39.469383;-6.376942;39.470331;-6.375106;Virgen de la Montaña
Lope De Vega;189.43;Calle;284;-6.367542;39.481383;39.480083;-6.369142;39.480718;-6.368356;San Blas
Zorrilla;111.4;Calle;548;-6.368742;39.481683;39.480783;-6.369742;39.481208;-6.369291;San Blas
Tirso De Molina;157.43;Calle;505;-6.368342;39.481583;39.480383;-6.369642;39.480967;-6.368998;San Blas
Calderon De La Barca;158.98;Calle;94;-6.368142;39.481483;39.480283;-6.369442;39.480864;-6.368827;San Blas
Alcantara;113.89;Calle;12;-6.373742;39.480583;39.479683;-6.374742;39.48014;-6.374249;San Justo
Plasencia;119.99;Calle;388;-6.373442;39.480583;39.479683;-6.374442;39.480088;-6.37396;San Justo
Coria;86.92;Calle;144;-6.373242;39.480383;39.479783;-6.374042;39.480081;-6.373623;San Justo
Ceclavin;377.4;Calle;104;-6.369742;39.479783;39.479183;-6.373942;39.479566;-6.371992;San Justo
San Juan De Avila;214.83;Calle;3728;-6.367042;39.478883;39.478083;-6.369442;39.478462;-6.368162;San Blas
Calatayud;147.87;Calle;87;-6.378442;39.481283;39.480083;-6.379442;39.480599;-6.379021;Aguas Vivas
Zaragoza;139.59;Calle;76;-6.379242;39.481083;39.479783;-6.379942;39.48044;-6.379573;Aguas Vivas
Navas De Tolosa;170.53;Calle;342;-6.377742;39.479983;39.478683;-6.379042;39.479362;-6.378475;Aguas Vivas
Huesca;79.93;Calle;1006;-6.378742;39.479683;39.479183;-6.379542;39.479439;-6.379134;Aguas Vivas
Virgen De La Misericordia;77.54;Calle;540;-6.377442;39.479583;39.479083;-6.378242;39.47932;-6.377848;Aguas Vivas
Teruel;101.74;Calle;502;-6.378142;39.479183;39.478483;-6.379142;39.478816;-6.378635;Aguas Vivas
Padre Bayle;126.11;Calle;361;-6.374942;39.479383;39.478783;-6.376342;39.479147;-6.375739;Margallo
San Justo;440.18;Calle;441;-6.370442;39.479483;39.477583;-6.374742;39.478275;-6.372657;Margallo
Peñas;93.92;Calle;369;-6.369342;39.477883;39.476983;-6.369942;39.477388;-6.369656;Santiago
Barrio Nuevo;474.18;Calle;263;-6.372942;39.479883;39.476183;-6.375642;39.477883;-6.374055;Margallo
Bolivia;249.42;Calle;83;-6.373142;39.460883;39.458583;-6.373542;39.459741;-6.373296;Llopis Ivorra
Colombia;349.93;Calle;133;-6.371242;39.459983;39.459283;-6.375142;39.459374;-6.373019;Llopis Ivorra
Nicaragua;157.79;Calle;345;-6.372742;39.460583;39.460183;-6.374442;39.460477;-6.373594;Llopis Ivorra
Chile;125.35;Calle;127;-6.371942;39.460783;39.460083;-6.373242;39.460373;-6.372598;Llopis Ivorra
Cuba;205.96;Calle;150;-6.371542;39.460183;39.458583;-6.373042;39.459393;-6.372286;Llopis Ivorra
Ecuador;293.22;Calle;173;-6.371142;39.460883;39.458783;-6.373242;39.459785;-6.372074;Llopis Ivorra
Almonte;131.1;Calle;21;-6.367342;39.459883;39.459583;-6.368942;39.45974;-6.368113;Espíritu Santo
Guadalquivir;60.35;Calle;231;-6.367242;39.460083;39.459883;-6.368042;39.460009;-6.367661;Espíritu Santo
Ramiro De Maeztu;58.69;Calle;3540;-6.374942;39.467483;39.467283;-6.375642;39.467397;-6.375263;Reyes Huertas
Del Espiritu Santo;131.42;Plaza;182;-6.367242;39.460483;39.460283;-6.368842;39.460378;-6.368042;Espíritu Santo
Jesus Nazareno;278.58;Calle;262;-6.388342;39.452883;39.450383;-6.389642;39.451598;-6.388964;La Abundancia
Garrovillas;159.9;Calle;209;-6.388642;39.452983;39.451483;-6.389242;39.452373;-6.388947;La Abundancia
Rio Elba;148.76;Calle;217;-6.389242;39.453783;39.452383;-6.389442;39.45313;-6.38936;La Abundancia
De Portugal;213.96;Avda;1576;-6.379042;39.468283;39.466283;-6.379242;39.467322;-6.379124;Moctezuma
De Ibarrola;1130.4;Paseo;3375;-6.375642;39.484983;39.482383;-6.379942;39.483588;-6.377339;Paseo Alto
Tintoretto;111.54;Calle;162;-6.363842;39.483983;39.483183;-6.364842;39.483572;-6.364296;Seminario
Virgen De Guadalupe;1035.6;Avda;537;-6.379042;39.472683;39.466183;-6.387842;39.469899;-6.382735;Virgen de Guadalupe
Marron;220.63;Plaza;304;-6.374542;39.472583;39.471783;-6.375742;39.472268;-6.374708;Virgen de la Montaña
De San Juan;305.92;Plaza;1766;-6.372842;39.473883;39.473383;-6.373442;39.473601;-6.373111;San Juan
Del Duque;62.95;Plaza;1233;-6.370542;39.476083;39.475583;-6.371042;39.475967;-6.370581;Plaza Mayor
Condes De Santa Olalla;39.73;Calle;3624;-6.369342;39.476783;39.476583;-6.369842;39.476666;-6.369625;Santiago
Camberos;65.11;Calle;3569;-6.369542;39.476383;39.476083;-6.370342;39.476222;-6.369921;Santiago
Comandante Sanchez Herrero;74.81;Calle;3415;-6.376042;39.473083;39.472483;-6.376742;39.472871;-6.376312;San Juan
Profesor Hernandez Pacheco;251.64;Calle;393;-6.370542;39.470083;39.469283;-6.373442;39.469803;-6.372069;Hernández Pacheco
Batalla Del Salado;309.89;Calle;74;-6.377942;39.478283;39.475683;-6.379142;39.477093;-6.378955;Hernán Cortés
El Salvador;169.03;Calle;675;-6.372742;39.459883;39.458483;-6.373342;39.459281;-6.372906;Llopis Ivorra
Del Doctor Duran;80.96;Plaza;2558;-6.373142;39.473483;39.473083;-6.373942;39.473257;-6.37345;San Juan
Albacete;57.29;Calle;3556;-6.375342;39.467283;39.467083;-6.376042;39.467173;-6.375713;Reyes Huertas
Hernan Cortes;1004.06;Avda;2456;-6.374942;39.480283;39.472883;-6.379642;39.47721;-6.379358;Hernán Cortés
Camino Llano;446.28;Calle;611;-6.370542;39.472383;39.469983;-6.374742;39.470869;-6.373028;Santa Clara
De La Cruz Roja;163.05;Calle;4032;-6.363842;39.485683;39.484783;-6.365542;39.485256;-6.364639;San Jorge
Rio Po;121.05;Calle;401;-6.389042;39.453783;39.452583;-6.389242;39.453232;-6.389124;La Abundancia
Aliseda;44.47;Calle;19;-6.387042;39.446783;39.446383;-6.387442;39.446604;-6.38721;Barriada Minera
Santa Lucia;278.53;Calle;3367;-6.388042;39.452783;39.450283;-6.389242;39.451536;-6.388595;La Abundancia
Hojalateros;504.35;Calle;3996;-6.412842;39.483983;39.482583;-6.418442;39.483186;-6.415696;Industrial Las Capellanías
De España;1100.52;Avda;3048;-6.376042;39.473083;39.468383;-6.379342;39.471682;-6.377078;Cánovas
San Vicente De Paul;126.26;Calle;829;-6.377842;39.467283;39.466583;-6.379142;39.466911;-6.378466;Moctezuma
Menendez Pelayo;57.33;Calle;3529;-6.375142;39.467383;39.467183;-6.375842;39.467286;-6.375523;Reyes Huertas
Roso De Luna;159.42;Calle;186;-6.373742;39.473583;39.472283;-6.374742;39.473002;-6.374134;San Juan
Clavellinas;104.82;Calle;2093;-6.374542;39.473383;39.472483;-6.375242;39.472902;-6.37487;San Juan
Fernando Bravo;116.28;Calle;498;-6.373842;39.470583;39.469683;-6.374442;39.47015;-6.373881;Virgen de la Montaña
Obispo Ciriaco Benavente;177.46;Calle;218;-6.378242;39.472283;39.470783;-6.379442;39.471488;-6.378887;Cánovas
Clemente Sanchez Ramos;121.05;Calle;132;-6.378042;39.471483;39.470883;-6.379342;39.47115;-6.378678;Cánovas
Sanchez Manzano;147.38;Calle;460;-6.377542;39.466883;39.466183;-6.379142;39.466413;-6.378333;Moctezuma
Hermandad Donantes De Sangre;104.39;Calle;3199;-6.374742;39.469683;39.468883;-6.375642;39.469305;-6.375179;Reyes Huertas
Antonio Reyes Huertas;408.71;Calle;3557;-6.373842;39.469083;39.466783;-6.377642;39.468008;-6.375577;Reyes Huertas
Zurbaran;242.89;Calle;1985;-6.372942;39.477483;39.475583;-6.374542;39.476461;-6.37369;Margallo
Gran Capitan;78.98;Calle;229;-6.374342;39.476283;39.475883;-6.375242;39.476107;-6.374761;Margallo
Paneras;70.2;Calle;366;-6.372342;39.475083;39.474583;-6.373042;39.474844;-6.372693;Plaza Mayor
Gran Via;162.85;Calle;155;-6.371642;39.474883;39.473683;-6.372942;39.474109;-6.372476;Plaza Mayor
Adarve Del Padre Rosalio;181.47;Calle;2970;-6.372042;39.473683;39.472283;-6.372742;39.472865;-6.372442;Santa Clara
Adarve De La Estrella;92.6;Calle;3667;-6.370942;39.474983;39.474183;-6.371642;39.474568;-6.37125;Plaza Mayor
Adarve Del Obispo Alvarez De Castro;162.99;Calle;23;-6.369642;39.475483;39.474883;-6.371042;39.475198;-6.370436;Plaza Mayor
Sancti Espiritu;80.75;Calle;2648;-6.370542;39.476483;39.475983;-6.371442;39.476255;-6.370977;Plaza Mayor
Arco De España;115.82;Calle;54;-6.369642;39.475783;39.475383;-6.370842;39.475661;-6.370209;Plaza Mayor
Hornillos;99.17;Calle;1195;-6.368442;39.475483;39.474883;-6.369542;39.475121;-6.369044;Santiago
Sergio Sanchez;101.88;Calle;897;-6.373342;39.473183;39.472183;-6.373542;39.47278;-6.373445;San Juan
San Pedro;126.79;Calle;1556;-6.373742;39.473583;39.473183;-6.375242;39.473325;-6.374459;San Juan
Valincoso;212.68;Calle;272;-6.364442;39.473983;39.472683;-6.366042;39.473085;-6.365041;San Marquino
Ruta De La Plata;1735.05;Avda;1901;-6.383242;39.474783;39.469383;-6.402042;39.47218;-6.391205;Parque del Príncipe
Abilio Rodriguez Rosillo;290.41;Calle;3656;-6.379742;39.474683;39.473783;-6.381342;39.473879;-6.379843;La Madrila
Obispo Segura Saez;187.62;Calle;354;-6.377742;39.472183;39.471283;-6.379742;39.471746;-6.378726;Virgen de Guadalupe
La Marañosa;93.11;Calle;681;-6.378442;39.479383;39.478783;-6.379342;39.479118;-6.378844;Aguas Vivas
General Margallo;525;Calle;213;-6.371342;39.480083;39.476383;-6.375342;39.477904;-6.37338;Margallo
Rio Turia;118.69;Calle;1335;-6.368442;39.461883;39.460783;-6.369042;39.46134;-6.368738;Espíritu Santo
Rio Ebro;70.63;Calle;172;-6.368742;39.460483;39.459783;-6.368942;39.460081;-6.368832;Espíritu Santo
Duero;70.84;Calle;169;-6.368342;39.460483;39.459683;-6.368542;39.460152;-6.368399;Espíritu Santo
Guadiana;71;Calle;232;-6.367942;39.460383;39.459683;-6.368142;39.460053;-6.368008;Espíritu Santo
Santa Luisa De Marillac;402.79;Calle;869;-6.372742;39.467883;39.465583;-6.376642;39.466752;-6.374601;Reyes Huertas
Rio Miño;137.49;Calle;972;-6.369142;39.462183;39.460883;-6.369642;39.461454;-6.369385;Espíritu Santo
De San Francisco;1903.23;Ronda;1427;-6.365942;39.469883;39.453383;-6.370042;39.462202;-6.36702;San Francisco
Hoyos;242.69;Calle;249;-6.388742;39.453783;39.451883;-6.389542;39.452889;-6.389055;La Abundancia
General Primo De Rivera;129.13;Calle;2286;-6.377342;39.472483;39.471783;-6.378742;39.472183;-6.378151;Virgen de Guadalupe
Orion;212.35;Calle;3305;-6.395242;39.475683;39.475283;-6.397642;39.475658;-6.396457;R-66-A (El Arco)
Juan Caldera;345.55;Calle;266;-6.376242;39.478883;39.476683;-6.379142;39.477779;-6.377406;Peña Redonda
Comandante Joaquin Gonzalez;183.22;Calle;136;-6.376142;39.474883;39.473983;-6.378042;39.474475;-6.377124;Casas Baratas
Luis Grande Baudesson;76.11;Calle;285;-6.369742;39.477483;39.477083;-6.370642;39.4773;-6.370159;Santiago
Periodista Sanchez Asensio;83.58;Calle;377;-6.374242;39.470783;39.470183;-6.375042;39.4705;-6.374611;Virgen de la Montaña
Fuente Concejo;463.44;Calle;193;-6.366442;39.473583;39.471683;-6.369142;39.472466;-6.367924;Ribera del Marco
Medico Sorapan;402.62;Calle;3528;-6.373142;39.468283;39.466083;-6.377042;39.467308;-6.374883;Reyes Huertas
Amor De Dios;117.5;Calle;31;-6.371442;39.471083;39.470683;-6.372842;39.470776;-6.372079;Santa Clara
De Los Chopos;495.1;Avda;3779;-6.529242;39.471083;39.467983;-6.533442;39.469823;-6.531577;Estación Arroyo-Malpartida
De Las Delicias;807.29;Avda;2936;-6.367542;39.481783;39.479883;-6.375042;39.479958;-6.371001;San Justo
Piedad;118.68;Calle;381;-6.373842;39.475783;39.475383;-6.375242;39.475549;-6.374398;San Juan
Jesus Asuncion;178.43;Calle;3252;-6.370642;39.469183;39.468383;-6.372342;39.469001;-6.371274;Hernández Pacheco
Carrera;106;Calle;2092;-6.370142;39.469983;39.469383;-6.371242;39.469601;-6.370717;Hernández Pacheco
De America;;Plaza;878;-6.379042;39.468583;39.468183;-6.379542;39.468362;-6.379271;Cánovas
Mayor;;Plaza;215;-6.370742;39.475683;39.474783;-6.371842;39.475148;-6.371414;Plaza Mayor
De La Constitucion;;Avda;3561;;;;;39.44823;-6.391019;La Abundancia
Martin Cerezo;187.93;Calle;306;-6.374942;39.479383;39.477983;-6.376442;39.47866;-6.375734;Peña Redonda
San Jose;304.29;Calle;654;-6.373442;39.478083;39.475483;-6.375042;39.476908;-6.374359;Margallo
Berrocala;204.23;Calle;80;-6.375142;39.479183;39.477683;-6.376642;39.478438;-6.375882;Peña Redonda
Trajano;253.86;Calle;1452;-6.375842;39.478483;39.476583;-6.377742;39.477529;-6.376695;Peña Redonda
Diana;70.95;Calle;158;-6.375642;39.476983;39.476483;-6.376342;39.476756;-6.37598;Peña Redonda
Trabajo;109.33;Calle;510;-6.376742;39.477583;39.476783;-6.377742;39.477153;-6.377232;Peña Redonda
Juan Blanco;35.32;Calle;265;-6.378342;39.474983;39.474783;-6.378842;39.474922;-6.378572;Hernán Cortés
Los Fueros;133.14;Calle;1890;-6.376042;39.475683;39.474983;-6.377542;39.475276;-6.376698;Casas Baratas
San Felipe;86.94;Calle;428;-6.374042;39.476283;39.475583;-6.374742;39.475927;-6.374407;Margallo
Pedro Corbacho;90.82;Calle;372;-6.374142;39.475483;39.474883;-6.375142;39.475148;-6.374599;San Juan
Busquet;130.66;Calle;1368;-6.373742;39.475083;39.474383;-6.375142;39.474676;-6.374454;San Juan
Calaff;46.35;Calle;92;-6.374342;39.474683;39.474183;-6.374642;39.474451;-6.374463;San Juan
San Fermin;49.24;Calle;2241;-6.374642;39.474883;39.474383;-6.374942;39.474603;-6.374794;San Juan
Segundo Perez;83.66;Calle;470;-6.375042;39.475183;39.474883;-6.376042;39.474998;-6.375546;Casas Baratas
Francisco Paniagua;197.81;Calle;192;-6.375642;39.475283;39.474283;-6.377742;39.474809;-6.376751;Casas Baratas
Carvajal Lancaster;198.84;Calle;1092;-6.376242;39.474583;39.473583;-6.378342;39.474018;-6.377211;Casas Baratas
San Jorge;253.35;Calle;1171;-6.376242;39.475783;39.473683;-6.377842;39.474867;-6.376935;Casas Baratas
Marques De Oquendo;259.58;Calle;303;-6.376642;39.475983;39.473883;-6.378242;39.474959;-6.377408;Casas Baratas
Reyes Catolicos;264.84;Calle;409;-6.375642;39.475683;39.473483;-6.377242;39.474595;-6.376422;Casas Baratas
Alfonso Ix;240.86;Calle;17;-6.375342;39.474983;39.472983;-6.376742;39.473991;-6.376003;Casas Baratas
De La Concepcion;276.71;Plaza;2937;-6.372542;39.476283;39.475083;-6.373142;39.475623;-6.372884;Margallo
Valdes;107.23;Calle;522;-6.372142;39.476983;39.476383;-6.373342;39.4767;-6.372716;Margallo
De La Cruz;108.06;Calle;2655;-6.371942;39.475483;39.474683;-6.372842;39.475152;-6.372367;Plaza Mayor
Rios Verdes;111.8;Calle;2075;-6.371342;39.476483;39.475483;-6.372042;39.47592;-6.371687;Plaza Mayor
Santo Domingo;106.08;Calle;1968;-6.371942;39.476783;39.475883;-6.372642;39.476249;-6.372314;Margallo
Andrada;64.45;Calle;34;-6.371042;39.476283;39.475483;-6.372342;39.475903;-6.371711;Plaza Mayor
Caleros;411.58;Calle;95;-6.368242;39.475783;39.472183;-6.369142;39.474013;-6.368632;Santiago
Rivera De Curtidores;147.61;Calle;416;-6.367442;39.475683;39.474583;-6.368242;39.475197;-6.3676;Ribera del Marco
Manga;69.89;Calle;300;-6.370342;39.474183;39.473683;-6.370742;39.473995;-6.370609;Ciudad Monumental
Adarve Del Cristo;170.87;Calle;3;-6.368642;39.474983;39.473583;-6.369242;39.474332;-6.368771;Santiago
Rincon De La Monja;131.28;Calle;410;-6.369442;39.473783;39.472483;-6.370142;39.473605;-6.369694;Ciudad Monumental
Barrio De San Antonio;160.75;Calle;3487;-6.369242;39.473183;39.472083;-6.370042;39.472569;-6.369686;Ciudad Monumental
El Corchito;117.64;Calle;3906;-6.363442;39.473583;39.473183;-6.364842;39.473379;-6.3641;San Marquino
Jupiter;84.09;Calle;271;-6.365342;39.473483;39.472683;-6.365642;39.473077;-6.365506;San Marquino
Del Sol;96.36;Calle;2720;-6.366342;39.473983;39.473183;-6.366842;39.473589;-6.366603;San Marquino
Urano;135.01;Calle;520;-6.365942;39.474083;39.472883;-6.366642;39.473493;-6.366339;San Marquino
Venus;180.79;Calle;530;-6.366142;39.472583;39.471483;-6.367842;39.472176;-6.367086;San Marquino
Alto De Fuente Fria;406.72;Calle;2975;-6.365842;39.471783;39.468583;-6.368242;39.470229;-6.367427;San Francisco
De Las Candelas;43.72;Plaza;100;-6.370142;39.471683;39.471183;-6.370442;39.47141;-6.370242;Santa Clara
De La Consolacion;172.91;Calle;1017;-6.369442;39.471883;39.471483;-6.371442;39.471531;-6.370423;Santa Clara
Torremochada;112.11;Calle;508;-6.370542;39.471983;39.471483;-6.371642;39.471866;-6.370875;Santa Clara
Pereros;99.56;Calle;375;-6.370042;39.472583;39.472183;-6.371142;39.472309;-6.370556;Ciudad Monumental
San Pablo;66.34;Calle;2036;-6.371042;39.472883;39.472183;-6.371242;39.472556;-6.371128;Ciudad Monumental
Postigo;123.08;Calle;391;-6.372042;39.473683;39.472983;-6.373142;39.473335;-6.372505;Santa Clara
Cornudilla;123.89;Calle;145;-6.371842;39.472283;39.471683;-6.372942;39.472042;-6.37231;Santa Clara
Soledad;50.27;Calle;477;-6.371942;39.471783;39.471583;-6.372542;39.471708;-6.372264;Santa Clara
Mira Al Rio;192.26;Calle;657;-6.369442;39.471883;39.470083;-6.369942;39.47107;-6.369534;San Francisco
Damas;167.9;Calle;152;-6.370242;39.471783;39.470383;-6.371442;39.471082;-6.370893;Santa Clara
Fuente Nueva;234.22;Calle;195;-6.370442;39.471783;39.470283;-6.372542;39.471016;-6.371523;Santa Clara
San Ignacio;167.63;Calle;1394;-6.369842;39.469783;39.468383;-6.370742;39.469222;-6.370289;Hernández Pacheco
Gonzalo De Vega;212.87;Calle;3161;-6.361542;39.483183;39.482383;-6.363642;39.482922;-6.362658;Las Candelas
Zuloaga;79.54;Calle;549;-6.365842;39.483483;39.482883;-6.366642;39.483203;-6.366275;San Jorge
Goya;82.34;Calle;228;-6.365742;39.483883;39.483283;-6.366442;39.483578;-6.366121;San Jorge
Berruguete;82.76;Calle;81;-6.365642;39.483783;39.483183;-6.366342;39.483475;-6.365974;San Jorge
Españoleto;79;Calle;180;-6.366142;39.483183;39.482583;-6.366942;39.482895;-6.366612;San Jorge
Lezcano;72.64;Calle;277;-6.366742;39.483083;39.482483;-6.367342;39.482725;-6.36706;San Jorge
Fortuny;72.54;Calle;2468;-6.366442;39.482883;39.482283;-6.367042;39.48252;-6.366777;San Jorge
Del Matadero;247.11;Ronda;3527;-6.366742;39.479483;39.478483;-6.369442;39.478945;-6.368005;San Blas
Moraleja;245.32;Calle;3292;-6.372542;39.480283;39.479683;-6.375042;39.47985;-6.37376;San Justo
El Madruelo;32.49;Calle;3867;-6.367242;39.478283;39.477883;-6.367442;39.478064;-6.367317;San Blas
Betania;146.26;Calle;82;-6.366742;39.478583;39.477183;-6.367242;39.477861;-6.367081;Santiago
Nazaret;75.3;Calle;3533;-6.367142;39.477683;39.477183;-6.367942;39.477448;-6.367538;Santiago
Beato Jose Oriol;61.6;Calle;75;-6.367442;39.476483;39.476283;-6.368142;39.476311;-6.36786;Santiago
Tenerias;346.19;Calle;500;-6.367142;39.477283;39.474283;-6.368442;39.476016;-6.367569;Santiago
Belen;85.15;Calle;3503;-6.367542;39.477383;39.476783;-6.368442;39.477097;-6.367981;Santiago
Alfambra;85.02;Calle;597;-6.379042;39.480683;39.480283;-6.379942;39.480061;-6.379948;Aguas Vivas
De La Reina;126.8;Custa;151;-6.379642;39.480883;39.479783;-6.380342;39.480304;-6.379939;Aguas Vivas
Escampleros;182.08;Calle;966;-6.378442;39.480183;39.479283;-6.380242;39.479874;-6.379234;Aguas Vivas
Encinilla;129.23;Calle;861;-6.377542;39.479983;39.478983;-6.378542;39.479515;-6.378074;Aguas Vivas
Zapateria;98.58;Calle;547;-6.369542;39.476083;39.475383;-6.370542;39.47572;-6.370009;Plaza Mayor
Velarde;133.98;Calle;526;-6.372042;39.479583;39.478683;-6.373342;39.479161;-6.372774;San Justo
Daoiz;77.45;Calle;154;-6.372042;39.479683;39.479083;-6.372842;39.479378;-6.372406;San Justo
Henry Tissier;99.91;Calle;3312;-6.371542;39.479483;39.478583;-6.372242;39.479086;-6.371859;San Justo
Arapiles;64.63;Calle;52;-6.369742;39.479483;39.478883;-6.370042;39.479195;-6.369925;San Blas
Nidos;156.93;Calle;346;-6.370442;39.477683;39.476283;-6.371242;39.476916;-6.37072;Margallo
Teniente Ruiz;72.9;Calle;3414;-6.372842;39.478483;39.477983;-6.373542;39.478178;-6.37316;Margallo
Muñoz Chaves;103.72;Calle;333;-6.369942;39.476883;39.475983;-6.370542;39.476436;-6.370203;Santiago
Gaspar Muñoz;248.65;Calle;3141;-6.377742;39.482283;39.480683;-6.379342;39.481333;-6.378796;La Zambomba
Palafox;56.59;Calle;363;-6.373242;39.477883;39.477483;-6.373842;39.477638;-6.373564;Margallo
Ibiza;41.83;Calle;3519;-6.373942;39.456983;39.456783;-6.374542;39.456916;-6.374274;Las Trescientas
Marte;198.62;Calle;305;-6.365942;39.472783;39.471383;-6.367642;39.472158;-6.366691;San Marquino
Menorca;97.64;Calle;3530;-6.373542;39.457183;39.456783;-6.374642;39.457069;-6.374291;Las Trescientas
Cabrera;27.21;Calle;3506;-6.374442;39.456983;39.456783;-6.374842;39.456889;-6.37467;Las Trescientas
Mallorca;139.56;Calle;3579;-6.373542;39.457783;39.456783;-6.374042;39.45718;-6.373613;Las Trescientas
Fuerteventura;52.43;Calle;3575;-6.374242;39.457383;39.457183;-6.374942;39.457257;-6.37461;Las Trescientas
Valencia;35.03;Calle;523;-6.376742;39.457783;39.457583;-6.377242;39.457679;-6.376964;Las Trescientas
Vascongadas;31.55;Calle;525;-6.376342;39.457983;39.457883;-6.376842;39.457914;-6.376607;Las Trescientas
Navarra;37.75;Calle;341;-6.376742;39.458083;39.457883;-6.377242;39.458003;-6.376952;Las Trescientas
Aragon;84.14;Calle;51;-6.376642;39.458383;39.457483;-6.376942;39.457909;-6.376781;Las Trescientas
Galicia;58.77;Calle;202;-6.376242;39.457983;39.457383;-6.376442;39.457711;-6.376359;Las Trescientas
Asturias;64.51;Calle;63;-6.375042;39.458083;39.457783;-6.375742;39.457988;-6.375489;Las Trescientas
Venezuela;379.8;Calle;529;-6.370542;39.459183;39.458283;-6.374642;39.458364;-6.372592;Llopis Ivorra
Guatemala;169.16;Calle;3514;-6.374342;39.460283;39.458683;-6.374642;39.459506;-6.37449;Llopis Ivorra
Peru;183.34;Calle;3537;-6.374042;39.460383;39.458583;-6.374442;39.459482;-6.374212;Llopis Ivorra
Paraguay;206.27;Calle;3536;-6.373442;39.460483;39.458583;-6.373842;39.459433;-6.373656;Llopis Ivorra
Honduras;91.52;Calle;3518;-6.373142;39.459383;39.458483;-6.373342;39.458973;-6.373209;Llopis Ivorra
Costa Rica;75.27;Calle;146;-6.372342;39.459383;39.458683;-6.372742;39.459021;-6.372556;Llopis Ivorra
Antonio Hurtado;631.81;Avda;1390;-6.374742;39.468383;39.463683;-6.379142;39.466139;-6.376984;Reyes Huertas
El Redoble;126.41;Calle;1009;-6.373642;39.462083;39.461883;-6.375242;39.461956;-6.374479;La Bondad
Rondeña;58.79;Calle;421;-6.374142;39.462483;39.462283;-6.374942;39.46239;-6.374533;La Bondad
Alborada;48.44;Calle;11;-6.374242;39.462683;39.462483;-6.374942;39.462563;-6.374608;La Bondad
Juan Manuel Rozas;521.35;Calle;3916;-6.350042;39.474783;39.474383;-6.356242;39.474603;-6.352964;Residencial Universidad
Federico Mayor Zaragoza;506.42;Calle;3914;-6.350542;39.474283;39.473983;-6.356442;39.473996;-6.350813;Residencial Universidad
Alonso Zamora Vicente;397.74;Calle;3912;-6.350942;39.473783;39.473483;-6.355642;39.473585;-6.353351;Residencial Universidad
Pedro Lain Entralgo;293.24;Calle;3910;-6.350342;39.473383;39.472883;-6.353642;39.473003;-6.352316;Residencial Universidad
Oscar Arias Sanchez;107.07;Calle;3922;-6.349842;39.473583;39.472883;-6.350842;39.473228;-6.350343;Residencial Universidad
Jorge Mario Garcia Laguardia;145.17;Calle;3921;-6.349842;39.473383;39.472583;-6.351042;39.47284;-6.350299;Residencial Universidad
